url	abstract	byline	geo_facet	title
"http://www.nytimes.com/2007/08/19/opinion/nyregionopinions/CInoise.html"	"Editorial praises New York City's new noise code, which gives city's Department of Environmental Protection and police department real enforcement powers; violators will face hefty fines"		"[u'NEW YORK CITY']"	"THE CITY; Pipe Down, or Pay Up"
"http://query.nytimes.com/gst/fullpage.html?res=9A06E1DF1431F93AA25754C0A9619C8B63"	"Correction on July 6 article about noise reduction program at Montefiore Medical Center in Bronx"		"[u'NEW YORK CITY']"	"Corrections: For the Record"
"http://www.nytimes.com/2007/07/09/nyregion/09heliport.html"	"Advocacy group Friends of Hudson River Park threatens suit to shut down West 30th Street Heliport because helicopters destroy calm of park with noise and odors; will accept shutdown until heliport can be moved to new location; city and state officials are drawing up plans to move heliport but new location will offer only business and emergency flights, not pleasure trips; photos; map (M)"	"By PATRICK McGEEHAN"	"[u'NEW YORK CITY', u'NEW YORK STATE', u'HUDSON RIVER PARK (NYC)', u'HUDSON RIVER']"	"West Side Heliport Must Go, Park Advocacy Group Says"
"http://www.nytimes.com/2007/07/06/nyregion/06noise.html"	"Costas Vamvakas receives ticket under city's new noise prevention code for playing Mister Softee jingle from his ice cream truck in Flushing, Queens: code is aimed at reducing noise from various sources in New York City; photos (S)"	"By THOMAS J. LUECK and ANNIE CORREAL"	"[u'NEW YORK CITY']"	"A Good Day for a Mister Softee in Queens, Until the Noise Police Arrived"
"http://www.nytimes.com/2007/07/06/nyregion/06quiet.html"	"Fifth-floor of Montifiore Medical Center in Bronx initiates program to make hallways quiter; say less noise helps recovering patients to sleep and helps reduce employee stress; other floors at hospital are also incorporating program developed by administrative nurse Elodia Mercier; photo (M)"	"By DALTON WALKER"	"[u'NEW YORK CITY']"	"Hospital in Bronx Shows How to Turn Volume Down"
"http://www.nytimes.com/2007/07/02/nyregion/02noise.html"	"New York City continues as noisy as ever despite new law against noise; photo (M)"	"By THOMAS J. LUECK"	"[u'NEW YORK CITY']"	"As Noise Rules Take Effect, The City's Beat Mostly Goes On"
"http://www.nytimes.com/2007/06/30/nyregion/30noise.html"	"First comprehensive overhaul of New York City Noise Code in 30 years is about to take effect; noise continues to be biggest source of public complaints to city's 311 operators, with about 275,000 noise complaints recorded for each of last two years; some question fact that Police Dept only has about 80 meters to monitor noise, and Environmental Protection Dept less than half that; photos (M)"	"By THOMAS J. LUECK"	"[u'NEW YORK CITY']"	"Ready or Not (For Many, It's 'Not'), New Noise Code Is Taking Effect"
"http://www.nytimes.com/2007/05/17/garden/17QUIET.html"	"Growing number of homeowners seeking quiet living environment leads to increased number of acoustic specialists and products; housing design factors, outdoor noise and general environment of home are listed as possible contributors to excessive sound; David Skudin, president of CitiQuiet company that sells sound-insulating windows in New York City, says sales are up 50 percent from just two years ago; other sound specialists and homeowners describe challenges to creating quiet home; photos (M)"	"By PENELOPE GREEN"	"[u'NEW YORK CITY']"	"The Dream of Absolute Quiet"
"http://www.nytimes.com/2007/04/29/nyregion/thecity/29fyi.html"	"FYI column answers questions about New York City's Dial-a-Teacher homework help line, City Hall portrait of Mayor Edward Koch and noise made when police car doors slam shut; drawing (M)"	"By MICHAEL POLLAK"	"[u'NEW YORK CITY']"	"F. Y. I."
"http://travel.nytimes.com/2007/04/15/nyregion/thecity/15bus.html"	"Residents of Manhattan's Chinatown, citing pollution and noise, attend Community Board meeting about Atlantic City casino buses that load and unload at Bowery and Division Street; Mayor's office plans multidepartment meeting on how to better regulate Chinatown transportation; photo (M)"	"By CASSI FELDMAN"	"[u'NEW YORK CITY', u'ATLANTIC CITY (NJ)', u'CHINATOWN (NYC)']"	"NEIGHBORHOOD REPORT: CHINATOWN; Casino-Bound, Complaints in Their Wake"
"http://www.nytimes.com/2007/04/08/nyregion/thecity/08soun.html"	"Article on complaints from Richard Rosen, other residents and members of Community Board 11 over size and makeup of noise barriers recently erected behind houses in Little Neck on Queens side of Long Island Expressway; photo (M)"	"By JEFF VANDAM"	"[u'NEW YORK CITY', u'LITTLE NECK (NYC)', u'LONG ISLAND EXPRESSWAY', u'QUEENS (NYC)', u'LONG ISLAND (NY)']"	"NEIGHBORHOOD REPORT: LITTLE NECK; Near the Fast Lane, Rumblings About Noise"
"http://www.nytimes.com/2007/03/04/realestate/04COV.html"	"Many New York City apartment buildings are pulling plug on open houses, which bring crowds, noise and security concerns; bans on open houses have been norm in neighborhoods like Upper East Side, but are now encountered in broad range of buildings and areas; some buildings compromise with range of restrictions like limit on number and hours of open houses and requirement that potential buyers be escorted in and out of building; drawing; photos (M)"	"By VIVIAN S. TOY"	"[u'NEW YORK CITY']"	"Closing the Door On Open Houses"
"http://www.nytimes.com/2007/02/25/nyregion/thecity/25mosq.html"	"Residents of Kensington, Brooklyn, renew complaints about persistent noise from horn mounted atop Masjid Nur al-Islam mosque on Church Avenue; photo (S)"	"By JAKE MOONEY"	"[u'NEW YORK CITY', u'BROOKLYN (NYC)']"	"NEIGHBORHOOD REPORT: KENSINGTON; Calling the Faithful And Getting Complaints"
"http://query.nytimes.com/gst/fullpage.html?res=9B06EFDC103EF930A15751C0A9619C8B63"	"New York State appeals court dismisses challenge to New York City's rules governing location and operation of cabarets and dance clubs; says city has right to regulate dance clubs to minimize noise, congestion and other hazards (S)"	"Compiled by John Sullivan"	"[u'NEW YORK CITY']"	"Metro Briefing | New York: Manhattan: Cabaret Rules Affirmed"
"http://www.nytimes.com/2007/01/21/nyregion/thecity/21heat.html"	"Article on dispute between Heather Millstone, owner of Heathers bar in New York City's East Village, and building residents over noise; overhaul of city's noise code, first in more than 30 years, will take effect on July 1; city officials are taking close look at night-life regulation in light of growth of bars in gentrifying areas and spillover of smoking patrons onto sidewalks because of no-smoking laws; photos (L)"	"By NOAH MARCEL SUDARSKY"	"[u'NEW YORK CITY', u'MANHATTAN (NYC)']"	"The Sound And The Fury"
"http://www.nytimes.com/2006/12/17/realestate/17home.html"	"Your Home column on identifying noise problems when hunting for apartment; suggestions for making thorough assessment of apartment and environs for potential sources of noise before buying or signing lease; information on filing noise complaint in New York City; drawing (M)"	"By JAY ROMANO"	"[u'NEW YORK CITY']"	"YOUR HOME; Checking Out The Noise Level"
"http://query.nytimes.com/gst/fullpage.html?res=9502E4DF133EF930A15752C1A9609C8B63"	"Martha D Trowbridge letter deplores noise made by Metro-North's diesel-powered trains in Bronx, which is recorded by seismic station at Fordham University (Nov 20 article)"		"[u'NEW YORK CITY']"	"Record the Noise"
"http://www.nytimes.com/2006/11/12/nyregion/thecity/12caba.html"	"Police Capt Frank Dwyer, responding to complaints of noise and congestion along Ludlow Street on Manhattan's Lower East side, proposes eliminating parking along one side of street and along one block of Orchard Street on Friday and Saturday nights (S)"	"By JENNIFER BLEYER"	"[u'NEW YORK CITY', u'LOWER EAST SIDE (NYC)']"	"NEIGHBORHOOD REPORT: LOWER EAST SIDE; Trying to Make Life Less of a Cabaret"
"http://www.nytimes.com/2006/11/08/nyregion/08actress.html"	"Diego Pillco is charged with second degree murder in death of Adrienne Shelly, actress found hanged in apartment she used as office in West Village section of Manhattan; medical examiner says Shelley was alive after Pillco, illegal Ecuadorian immigrant working on construction project in building, struck her during argument over noise; police say he hung her from shower curtain rod, believing she was dead, in attempt to make it appear that she had committed suicide; photo (M)"	"By THOMAS J. LUECK and AL BAKER; Nina Bernstein, Daryl Khan and Colin Moynihan contributed reporting."	"[u'NEW YORK CITY', u'MANHATTAN (NYC)', u'ECUADOR']"	"Actress Was Killed by Hanging, Not Blow to Head, Officials Say"
"http://www.nytimes.com/2006/11/07/nyregion/07actress.html"	"Diego Pillco is charged with murdering actress Adrienne Shelly and staging death as suicide; murder occurred during argument between Pillco and Shelly over noise in her New York City building; photo (M)"	"By THOMAS J. LUECK; Reporting was contributed by Al Baker, Kate Hammer, Daryl Khan, Colin Moynihan, William K. Rashbaum and Emily Vasquez."	"[u'NEW YORK CITY', u'MANHATTAN (NYC)']"	"Actress's Death Is Ruled Murder, And Worker in Building Is Charged"
"http://www.nytimes.com/2006/10/17/health/17nois.html"	"Robyn R Gershon, Columbia University Mailman School of Public Health associate sociomedical sciences professor, leads study on noise levels experienced by New York City subway riders; research, which is published in Journal of Urban Health, finds that subway noise is often above acceptable levels on subway platforms and even louder in cars (M)"	"By Nicholas Bakalar"	"[u'NEW YORK CITY']"	"VITAL SIGNS: HAZARDS; New York Subway Clatter Exceeds Safe Levels"
"http://www.nytimes.com/2006/10/01/nyregion/thecity/01stee.html"	"Councilman Alan Gerson, responding to noise complaints from residents along Manhattan's Lower East Side, introduces legislation that would require Department of Transportation to regulate installation and maintenance of metal plates at roadway construction and repair sites; photo (M)"	"By STEVEN KURUTZ"	"[u'NEW YORK CITY']"	"NEIGHBORHOOD REPORT: LOWER EAST SIDE; Roadway Rumbles, Residents Grumble"
"http://www.nytimes.com/2006/09/24/nyregion/thecity/24nois.html"	"Community Board 2 in Long Island City, following protests and noise complaints from neighborhood residents about bar and restaurant Lounge 47, recommends against granting liquor license to second restaurant on Vernon Boulevard; resident William Garrett has been warned by police to stop recording and playing nightly noise from bar; photos (M)"	"By JEFF VANDAM"	"[u'NEW YORK CITY', u'LONG ISLAND CITY (NYC)', u'QUEENS (NYC)']"	"NEIGHBORHOOD REPORT: LONG ISLAND CITY; New Tactics on the Noise Front? An Ear for an Ear"
"http://www.nytimes.com/2006/09/17/nyregion/thecity/17lose.html"	"Assemblyman William Colton and others, supporting local residents, plan last-ditch strategies for opposing plan to reopen Southwest Brooklyn Incinerator in Bensonhurst as one of four city-run waste transfer stations; Colton contends dredging required for barges would stir up toxins in Gravesend Bay and station would increase truck traffic, noise and odors (M)"	"By JAKE MOONEY"	"[u'NEW YORK CITY', u'GRAVESEND BAY (NYC)', u'BENSONHURST (NYC)']"	"NEIGHBORHOOD REPORT: BENSONHURST; A Lesson In Civics: The Devil You Know"
"http://query.nytimes.com/gst/fullpage.html?res=9A06E1D9133EF934A1575BC0A9609C8B63"	"Officials in Floral Park, NY, after fielding complaints all summer about noise of jets from Kennedy International Airport, schedules public meeting and asks lobbying and activist group in Hempstead join them in insisting that airport develop rotation schedule that would spread arrivals and departures over wider area; photo (M)"	"By LINDA SASLOW"	"[u'NEW YORK CITY', u'FLORAL PARK (NY)', u'NEW YORK CITY METROPOLITAN AREA', u'HEMPSTEAD (NY)']"	"Jets Overhead, Noise Complaints Below"
"http://query.nytimes.com/gst/fullpage.html?res=9503E1D6153EF933A1575BC0A9609C8B63"	"Vignette of home on 95th Ave in Jamaica, Queens, where Kathy Lebron and her family live next to noise and dust of cement business; map (M)"	"By MICHELLE O'DONNELL"	"[u'NEW YORK CITY']"	"In the City, an Apartment With a View, and a Catch"
"http://query.nytimes.com/gst/fullpage.html?res=9C00E1D6153EF933A1575BC0A9609C8B63"	"Some New York City residents endure trade-offs for apartments with attributes like great views, low rents or hidden charms; most common trade-offs are noise, foul smells or environment that prohibits opening windows; photos; maps (M)"	"By MANNY FERNANDEZ"	"[u'NEW YORK CITY']"	"An Apartment With a View, and a Catch"
"http://www.nytimes.com/2006/07/26/nyregion/26shooting.html"	"Police and partygoers at Glenwood housing project in Flatlands, Brooklyn, give differing accounts of police shooting; New York City Police Commissioner Raymond W Kelly says officers Dominick Desiervi and Jason Jeremiah were responding to noise complaint when Robert Ramirez attacked them from behind with scooter; Jeremiah shot assailant after ordering him to drop scooter; partygoers Sean Jones, Jay Mazyck and DJ Leonard Jackson deny Ramirez swung scooter; say officer shot Ramirez for yelling; photo (M)"	"By MICHAEL BRICK; Reporting for this article was contributed by Kareem Fahim, Ann Farmer, Andrew Jacobs and Colin Moynihan."	"[u'NEW YORK CITY', u'BROOKLYN (NYC)']"	"Differing Accounts in Brooklyn After Police Shoot Young Man"
"http://www.nytimes.com/2006/06/24/nyregion/24data.html"	"New York City officials release 311 call details for first time; top complaint categories are water system, sewer problems, and noise; rats and other rodents generate single largest number of calls (M)"	"By WINNIE HU"	"[u'NEW YORK CITY']"	"Keeping a Running Count Of New York's Complaints"
"http://www.nytimes.com/2006/06/22/nyregion/22blocks.html"	"Proposed revision to World Trade Center Memorial will move array of victims' names from underground galleries to plaza level; changes will profoundly affect visitor's experience and pose new challenges to architects; site is bordered by state highway and three busy city streets and eight constructions projects; architects of memorial say dense tree canopy will serve as ceiling to space and waterfalls within two memorial voids will provide noise buffer; photos (M)"	"By David W. Dunlap"	"[u'NEW YORK CITY']"	"BLOCKS; The Effect of Moving 9/11 Names to Street Level"
"http://www.nytimes.com/2006/06/08/nyregion/08freedom.html"	"Blasting is scheduled to begin at World Trade Center (NYC) site; Tishman Construction Corp will blast through bedrock to prepare column foundations for core of Freedom Tower; will save time and fuel by blasting rather than excavating mechanically; vibration and sound consultant says neighborhood will not hear much noise (S)"	"By DAVID W. DUNLAP"	"[u'NEW YORK CITY']"	"Blasting Toward the Freedom Tower"
"http://www.nytimes.com/2006/06/07/nyregion/07collapse.html"	"Loud noise in apartment building in Inwood section of Manhattan causes residents to run from building; fire officials say there is 'serious collapse risk'; Buildings Dept issued warning in March; photo (M)"	"By JENNIFER 8. LEE and COLIN MOYNIHAN"	"[u'NEW YORK CITY', u'MANHATTAN (NYC)']"	"Fearing Collapse of Building, Tenants Flee Manhattan Homes"
"http://query.nytimes.com/gst/fullpage.html?res=9907E0DA1E3EF93BA15756C0A9609C8B63"	"Penelope Mermall letter on David Rabin and Robert Bookman's May 21 Op-Ed article on noise and rowdiness outside nightclubs in Chelsea neighborhood"		"[u'NEW YORK CITY']"	"Liquor Licenses And Rowdy Revelers"
"http://www.nytimes.com/2006/05/07/nyregion/thecity/07nois.html"	"Street Level column on discontent among residents over construction noise at Georgetown Plaza, high-rise co-op in Greenwich Village, whose brick facade is undergoing major overhaul; photo (M)"	"By STEVEN KURUTZ"	"[u'NEW YORK CITY']"	"STREET LEVEL: Greenwich Village; Living in Disharmony"
"http://query.nytimes.com/gst/fullpage.html?res=950CE5DA143FF933A15757C0A9609C8B63"	"Lance Contrucci letter disputes April 16 article on New York as leader in politeness trend, saying that until city government does something about noise of malfunctioning car alarms, New York will still be rudest of places"		"[u'NEW YORK CITY']"	"Polite? Not on My Block"
"http://www.nytimes.com/2006/04/16/nyregion/16conduct.html"	"New York City has long been scorned for churlish behavior of its residents but is now being praised for adopting rules and laws that govern personal conduct; efforts to curb everyday annoyances and foster more civility among residents have been studied and debated far from home; precipitous drop in crime has allowed New York to turn its attention to policing offensive behavior, including overhaul of city's noise code and laws to restrict rowdy sports fans; photos (L)"	"By WINNIE HU"	"[u'NEW YORK CITY', u'NEW YORK STATE']"	"New York Leads Politeness Trend? Get Outta Here!"
"http://www.nytimes.com/2006/04/16/nyregion/thecity/16skat.html"	"Residents of apartment building on Grand Street in SoHo complain about noise from skateboard ramp on neighboring roof and 20th anniversary party held at new showroom of Etnies, which sells skateboarding and surfing apparel; company official Don Brown says rooftop ramp will be open only between 8 AM and 5 PM weekdays and used only by members of Enties-sponsored skateboarding team; photo (M)"	"By JAKE MOONEY"	"[u'NEW YORK CITY']"	"NEIGHBORHOOD REPORT: SOHO; No Off-Ramp for the Neighbors"
"http://query.nytimes.com/gst/fullpage.html?res=9407EED61330F937A35757C0A9609C8B63"	"New York Supreme Court Justice Michael D Stallman upholds New York City's right to reasonably regulate dancing in clubs to control noise and congestion (S)"		"[u'NEW YORK CITY']"	"Metro Briefing | New York: Manhattan: Judge Upholds City Dance Rules"
"http://www.nytimes.com/2006/02/15/nyregion/15trucks.html"	"New York City lawmakers and neighborhood activists criticize Transportation Dept for lack of long-overdue study on truck congestion, noise, safety and other issues associated with commercial vehicles; department says $1.3 million study will be out in April, but releases preliminary recommendations of incentives to encourage deliveries during off-peak hours; will replace thousands of truck-related signs with more uniform ones and issue police cards indicating truck routes (M)"	"By SEWELL CHAN"	"[u'NEW YORK CITY']"	"Truck Traffic Needs Work, Critics Say As Study Lags"
"http://www.nytimes.com/2005/12/14/nyregion/14softee.html"	"New York City Mayor Michael R Bloomberg's crackdown on noise continues with presentation of wide array of revisions to existing noise-control code to City Council; among few concessions to council, Bloomberg agrees that Mister Softee ice cream trucks may continue to play music while seeking out customers, but must halt jingle while truck is parked; drawing (M)"	"By WINNIE HU"	"[u'NEW YORK CITY']"	"That Jingle Of Mr. Softee's? It's the Sound Of Compromise"
"http://query.nytimes.com/gst/fullpage.html?res=9E05E3D71430F934A35756C0A9639C8B63"	"Article explores potential impact that Jets stadium could have on neighborhood on far West Side of Manhattan as well as borough as a whole; Jets and city officials argue that building will be agent of renewal for area that has little more than abandoned rail yards and urban blight; opponents say stadium is behemoth that could compromise neighborhood's character, cause congestion and noise and fail to foster daytime activity; Jets' president Jay Cross and others comment on impact of two other arenas he was in charge of building in Miami and Toronto; photo (M)"	"By ROBIN POGREBIN"	"[u'NEW YORK CITY', u'MANHATTAN (NYC)', u'MIAMI (FLA)', u'WEST SIDE (NYC)', u'TORONTO (ONTARIO)']"	"Impact of a Stadium: A Look at Other Cities"
"http://query.nytimes.com/gst/fullpage.html?res=9B01E2DD173BF934A15752C0A9639C8B63"	"James Conway Jr, scion of family that founded Mister Softee, tells City Council that Bloomberg administration's proposal to revise noise code would silence his 347 ice cream trucks that operate in city; other critics say that while they are not opposed to updating noise code, current plan is too vague and could impose unnecessary expense and burden on many businesses while doing little to combat noise; drawing; photo (M)"	"By WINNIE HU"	"[u'NEW YORK CITY']"	"The Jingle Can Be Annoying, Mr. Softee Admits, but a Threat?"
"http://query.nytimes.com/gst/fullpage.html?res=9F0CEFD71738F935A25752C0A9639C8B63"	"Woes of living through renovation of neighboring apartment noted; some New Yorkers who have suffered through ear-splitting noise, fumes and dust, leaks, displaced vermin, buildingwide water stoppages and other problems comment; photos (M)"	"By TERI KARUSH ROGERS"	"[u'NEW YORK CITY', u'MANHATTAN (NYC)']"	"The Torture From Above"
"http://query.nytimes.com/gst/fullpage.html?res=9C07EFD81F3EF936A35751C1A9629C8B63"	"Ground-floor Manhattan apartments seem to have growing appeal, mainly because they are more affordable option as housing prices continue to rise; disadvantages include bad light, noise, awkward layouts and security concerns; photos (M)"	"By TERI KARUSH ROGERS"	"[u'NEW YORK CITY', u'MANHATTAN (NYC)']"	"Living on the Ground Floor: Bargain or Fool's Paradise?"
